0.0000
0.0000
0.0000
0.0000
0.0000
0.0001
0.0002
0.0004
0.0007
0.0012
0.0020
0.0031
0.0047
0.0067
0.0093
0.0126
0.0165
0.0212
0.0268
0.0332
0.0407
0.0491
0.0586
0.0693
0.0812
0.0941
0.1082
0.1232
0.1391
0.1557
0.1728
0.1903
0.2080
0.2256
0.2428
0.2596
0.2755
0.2905
0.3043
0.3167
0.3276
0.3368
0.3441
0.3495
0.3529
0.3542
0.3534
0.3506
0.3457
0.3389
0.3302
0.3197
0.3076
0.2939
0.2789
0.2628
0.2457
0.2280
0.2099
0.1917
0.1737
0.1561
0.1390
0.1227
0.1073
0.0928
0.0795
0.0673
0.0563
0.0464
0.0376
0.0299
0.0232
0.0174
0.0124
0.0081
0.0045
0.0015
0.0000
0.0000
0.0000
0.0000
0.0000
...
